.. csv-table:: 
   :header: "ID", "Bowl Name", "Favorite", "Underdog", "Spread", #MamaBear, 4 Rackets, Adrian A, Assistant Coach Riley?, Batman, Bay City Rollers, beach lady, Bevo's Best, Blind Dog's Bluff, Blindhog2017, Bobbo, Brothers before others, Bumblerooski, Clutch City, Coog Crew, Cowboy, cutie pie, D-Bo, Duke Rules, Eclipse, Em214, Escalante, GlamKam, Go For Bones, Go For Broke, Godiva Nine!, hapagirl, I lost the password to my first bracket, Jake and the Neverland Pirates, Josh's Bracket, Julez, Juul, Katyusha, Kevin's bracket, Lightning, Luck be a lady, Lucky in 2018, Make Bowl Season Great Again, Maui Girl, MidWestWheat, Nurse Ratched, OSUX3, Pepper Bear, Pooh Bear, Putin's Dog, Rapacke's Bracket, Nerf Herder, Santa Cruz Bill, Santa's Helper, Sgt. Pepper, Sorbet, Static, Still a Beaver Believer, Superman, Swampdonkey, Texas Big Red, The Pick Doctor, The Striker, The Water and The Well, Thunder, Trojans, Tucker, UrbranLegend, Victorious Secret, War Beaver, War Eagle, Warren Mooned Me, West Coast Bias, Winning Jeff, Yoda, YOLO Pups
   "33", "Fiesta Bowl", "Penn State", "Washington", "2.5", "0.0", "0.0", "0.0", "0.0", "0.0", "2.0", "2.0", "2.0", "2.0", "2.0", "2.0", "2.0", "0.0", "0.0", "0.0", "0.0", "2.0", "0.0", "2.0", "0.0", "0.0", "0.0", "0.0", "2.0", "2.0", "2.0", "0.0", "0.0", "2.0", "0.0", "2.0", "0.0", "0.0", "2.0", "2.0", "2.0", "2.0", "0.0", "0.0", "0.0", "0.0", "0.0", "2.0", "0.0", "2.0", "2.0", "0.0", "0.0", "2.0", "0.0", "2.0", "2.0", "2.0", "0.0", "2.0", "2.0", "2.0", "2.0", "0.0", "2.0", "2.0", "2.0", "2.0", "2.0", "0.0", "0.0", "2.0", "0.0", "0.0", "0.0", "2.0"
   "34", "Orange Bowl", "Wisconsin", "Miami", "6.5", "2.0", "2.0", "2.0", "2.0", "2.0", "2.0", "0.0", "2.0", "2.0", "0.0", "2.0", "0.0", "2.0", "2.0", "2.0", "2.0", "2.0", "2.0", "0.0", "2.0", "2.0", "2.0", "2.0", "2.0", "2.0", "2.0", "2.0", "2.0", "2.0", "2.0", "0.0", "2.0", "2.0", "2.0", "0.0", "0.0", "0.0", "2.0", "2.0", "0.0", "2.0", "0.0", "2.0", "0.0", "2.0", "2.0", "2.0", "2.0", "0.0", "2.0", "2.0", "2.0", "0.0", "2.0", "2.0", "2.0", "2.0", "2.0", "2.0", "2.0", "0.0", "2.0", "0.0", "3.0", "0.0", "2.0", "0.0", "0.0", "0.0", "0.0", "2.0"
   "35", "Outback Bowl", "Michigan", "South Carolina", "7.5", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "2.0", "0.0", "0.0", "0.0", "0.0", "0.0", "2.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "2.0", "2.0", "2.0"
   "36", "Peach Bowl", "Auburn", "University Central Florida (UCF)", "9.5", "0.0", "0.0", "0.0", "0.0", "0.0", "4.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "4.0", "0.0", "0.0", "4.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "4.0", "0.0", "0.0", "0.0", "0.0", "0.0", "4.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "4.0", "0.0", "0.0", "0.0", "4.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "4.0", "4.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "4.0", "0.0", "0.0"
   "37", "Citrus Bowl", "Lousiana State (LSU)", "Notre Dame", "3.0", "1.25", "1.25", "0.0", "1.25", "1.25", "0.0", "1.25", "0.0", "1.25", "1.25", "0.0", "1.25", "1.25", "0.0", "0.0", "1.25", "0.0", "0.0", "1.25", "0.0", "0.0", "1.25", "1.25", "0.0", "0.0", "0.0", "1.25", "1.25", "0.0", "1.25", "0.0", "0.0", "0.0", "1.25", "0.0", "1.25", "1.25", "1.25", "0.0", "0.0", "1.25", "0.0", "0.0", "1.25", "1.25", "1.25", "0.0", "1.25", "0.0", "0.0", "0.0", "1.25", "1.25", "1.25", "0.0", "0.0", "1.25", "1.25", "0.0", "0.0", "1.25", "1.25", "1.25", "0.0", "0.0", "0.0", "1.25", "0.0", "1.25", "1.25", "0.0"
   "38", "Rose Bowl (playoff semifinal)", "Georgia", "Oklahoma", "2.0", "0.0", "0.0", "0.0", "3.0", "0.0", "2.0", "2.0", "2.0", "2.0", "0.0", "0.0", "2.0", "0.0", "2.0", "0.0", "2.0", "2.0", "2.0", "0.0", "0.0", "2.0", "0.0", "2.0", "2.0", "0.0", "0.0", "0.0", "2.0", "0.0", "0.0", "2.0", "0.0", "2.0", "2.0", "0.0", "2.0", "0.0", "2.0", "2.0", "0.0", "0.0", "0.0", "2.0", "0.0", "2.0", "3.0", "2.0", "0.0", "0.0", "0.0", "2.0", "2.0", "0.0", "2.0", "2.0", "2.0", "2.0", "0.0", "0.0", "2.0", "2.0", "0.0", "0.0", "2.0", "2.0", "0.0", "0.0", "0.0", "2.0", "0.0", "0.0"
   "B2", "Will South Carolina recover a Michigan fumble  in the Outback bowl?", " ", " ", " ", "0.0", "1.0", "0.0", "0.0", "1.0", "0.0", "0.0", "0.0", "1.0", "1.0", "0.0", "0.0", "0.0", "0.0", "1.0", "0.0", "0.0", "0.0", "1.0", "1.0", "1.0", "0.0", "1.0", "0.0", "1.0", "1.0", "1.0", "1.0", "0.0", "0.0", "0.0", "0.0", "1.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "1.0", "0.0", "0.0", "0.0", "0.0", "1.0", "1.0", "1.0", "0.0", "0.0", "1.0", "1.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "1.0", "1.0", "0.0", "0.0", "1.0", "1.0", "1.0", "1.0", "0.0", "1.0"
   "B3", "Will JT Barrett (Ohio State) score more touchdowns (running and passing (and receiving)) than Sam Donald (USC)?", " ", " ", " ", "0.0", "1.0", "1.0", "1.0", "1.0", "0.0", "1.0", "1.0", "0.0", "1.0", "1.0", "1.0", "1.0", "1.0", "1.0", "0.0", "1.0", "0.0", "0.0", "1.0", "1.0", "1.0", "0.0", "1.0", "1.0", "1.0", "1.0", "0.0", "1.0", "1.0", "1.0", "1.0", "1.0", "1.0", "1.0", "1.0", "0.0", "0.0", "0.0", "0.0", "1.0", "1.0", "1.0", "0.0", "1.0", "1.0", "0.0", "0.0", "1.0", "1.0", "1.0", "0.0", "0.0", "1.0", "0.0", "1.0", "0.0", "0.0", "1.0", "1.0", "0.0", "1.0", "1.0", "1.0", "1.0", "1.0", "1.0", "0.0", "1.0", "1.0", "0.0"
   "B4", "Will Dante Pettis have more than 20 yards in punt return yardage?", " ", " ", " ", "0.0", "0.0", "0.0", "0.0", "0.0", "1.0", "1.0", "1.0", "0.0", "0.0", "0.0", "0.0", "0.0", "1.0", "1.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "1.0", "1.0", "0.0", "0.0", "0.0", "1.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "1.0", "0.0", "0.0", "0.0", "0.0", "1.0", "0.0", "0.0", "1.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "0.0", "1.0", "0.0", "0.0", "0.0", "1.0", "0.0", "0.0", "0.0", "1.0", "0.0", "1.0", "0.0", "1.0", "1.0", "0.0", "0.0", "1.0", "1.0", "0.0"
   "B6", "Will Baker Mayfield have more than 325 yards passing against Georgia?", " ", " ", " ", "1.0", "0.0", "0.0", "1.0", "1.0", "0.0", "1.0", "1.0", "1.0", "1.0", "0.0", "1.0", "1.0", "1.0", "1.0", "0.0", "1.0", "1.0", "0.0", "0.0", "1.0", "1.0", "1.0", "0.0", "1.0", "0.0", "0.0", "0.0", "0.0", "1.0", "1.0", "0.0", "0.0", "1.0", "1.0", "0.0", "1.0", "0.0", "0.0", "1.0", "0.0", "0.0", "0.0", "1.0", "1.0", "1.0", "1.0", "0.0", "1.0", "0.0", "0.0", "0.0", "0.0", "0.0", "1.0", "1.0", "1.0", "0.0", "1.0", "1.0", "1.0", "0.0", "1.0", "1.0", "1.0", "1.0", "1.0", "0.0", "1.0", "1.0", "1.0"
   "**Totals**", " ", " ", " ", " ", "**27.5**", "**29.25**", "**24.0**", "**29.25**", "**26.75**", "**30.5**", "**33.75**", "**34.25**", "**27.75**", "**26.0**", "**30.5**", "**27.25**", "**29.75**", "**35.0**", "**30.75**", "**33.0**", "**32.75**", "**26.25**", "**21.25**", "**28.75**", "**23.5**", "**25.75**", "**28.5**", "**26.75**", "**31.5**", "**29.25**", "**22.25**", "**31.0**", "**29.75**", "**25.75**", "**26.75**", "**28.5**", "**28.25**", "**29.5**", "**22.5**", "**29.5**", "**26.75**", "**30.25**", "**23.75**", "**30.0**", "**22.25**", "**24.0**", "**28.0**", "**30.25**", "**32.25**", "**32.5**", "**29.25**", "**26.75**", "**24.75**", "**23.75**", "**29.0**", "**29.0**", "**27.0**", "**30.5**", "**23.25**", "**29.25**", "**35.0**", "**23.5**", "**33.25**", "**30.0**", "**36.75**", "**33.25**", "**33.75**", "**29.25**", "**25.75**", "**30.0**", "**22.0**", "**16.25**", "**37.0**", "**30.25**", "**24.0**"
